,ma1,ma2
0,0.0,0.0
1,-0.975089348114186,0.0
2,0.5971249900688494,1.7288944493515335
3,1.3162907264593406,0.9098953938421612
4,-1.0547627601936576,0.4505586049610345
5,-0.20564127766244938,-0.38342518889727745
6,1.5278088981341278,-1.6203758733501155
7,1.0476374826743498,-2.279855830793281
8,0.35030168249963645,-2.2728723757165583
9,-0.4186806902219606,0.46682622355876646
10,-1.4311237921332012,1.7044539436337112
11,0.4323771296019948,2.932691458792852
12,0.6710643248323077,0.35087089439726404
13,0.08106467159328201,-1.7179660559855252
14,2.092641189992918,-1.8741157958434957
15,2.22413381901067,-0.5076647146988299
16,1.2815256653966163,0.8401591188338111
17,0.8645568059558969,1.9175139022323604
18,2.105231943878114,1.6125390743519772
19,3.131586223875658,2.832425445527181
20,2.461258695929245,1.436707455767944
21,1.639927658285641,0.15042488565146384
22,-1.2452683163673903,-1.8181080186988394
23,-0.6330399284901803,-1.7629339746088284
24,0.4441261943464,-0.4637521400699203
25,0.5158890568693464,-0.599038024000737
26,1.4994180249538591,1.000357493517128
27,-1.673849514796046,2.1188850812171447
28,-1.7131183537839192,-0.6474932961900342
29,0.4283171228586503,0.5072312397766635
30,0.19509706691169426,-2.169007440453789
31,-1.197013440757917,-0.09664245990769538
32,0.5188198190210397,1.0699283737831373
33,1.298249997984205,1.460378066895887
34,-0.30498142693680774,-0.25082728372063
35,0.232154462249133,-0.8273022656628858
36,1.51047603475929,-0.6247798375592601
37,0.9982440735292383,-0.07340453292759244
38,1.3037403912106131,0.08309811067500686
39,1.0585990572202595,0.1954812027147088
40,0.15172712244264236,0.5663916450179138
41,-0.8965579059925258,-0.6244387361108454
42,-0.2815830768115606,-0.3817720025460847
43,0.642734477862804,1.3896198109402853
44,1.492408524414794,0.9295033471228171
45,0.9103921884651719,0.4326811211015734
46,0.8883511251286548,1.1580374785641119
47,-0.19016265000113397,-1.589800721377633
48,-0.8613963640677621,0.5771467229675231
49,-0.07996679252340282,-0.4467504637698344
50,-0.6208620434011465,0.7573377581648012
51,0.6874707589336729,0.4419169961906826
52,1.4552790317134159,1.565832361754147
53,1.0569739619836176,0.8364146676653674
54,1.0063615838514166,0.038404618382498534
55,2.724386036614364,1.2839924232182893
56,1.243761948924083,-1.356676655376301
57,-1.9827597982806346,-0.3790317923190253
58,-0.6215645744038691,-1.7813944404624467
59,0.5689765771762132,-1.062194969151934
60,-0.04788116708740281,1.5151424794575534
61,-0.7893412848650119,1.3575292271194015
62,-0.5264874374174098,1.4728151138631218
63,0.41782471613653255,-1.1823592079971055
64,0.10598635688815461,-1.2199544933574982
65,2.6107636591582253,-0.4534945368302692
66,0.9869678260931007,0.6810742700326108
67,-0.8694199916875605,1.4083641305527235
68,-2.2644904576391314,1.0206629087988308
69,-0.6216876089871801,1.2789355695625169
70,-1.3655159787868378,1.2734355972755105
71,-1.2492986100543575,-0.8466695800412571
72,-0.09934331458525769,-0.37932575963829557
73,-0.3751302865832221,0.558209676476981
74,1.813035897946378,1.5654235541382016
75,2.5377179977882056,0.7972300455630034
76,2.415773511090875,-0.28798986522803394
77,0.4090633072310269,-1.2472313528335688
78,1.0991427733846173,-0.6242917691501388
79,1.6731573850527033,1.1071227029062216
80,1.569006516483223,-0.8243777783623338
81,1.9922823979888746,-0.8777422387945704
82,0.20890005131060718,-1.8164591338571137
83,-0.4695755685533334,0.3371193560926365
84,1.1080054387417102,-0.039256095997710516
85,-1.6380614861778622,0.010759574398628124
86,0.4199566267882455,-0.22105601545804418
87,1.9611289137515069,0.6269684456708914
88,0.7861752778643154,0.28806712441258203
89,0.6930852793610328,-2.6034191533317896
90,-0.3976306898546722,-0.9413295407522908
91,-0.4679045345744906,0.04657287058458365
92,1.3903183194669109,0.7612095028270203
93,2.4581925752584453,-0.5401440546018452
94,3.9750372359593125,0.1135417269457124
95,2.0438097652577327,0.656688951675628
96,-0.2029077665732526,0.39822048169302066
97,-0.4093657460229908,0.15294301321817125
98,-0.826582254851358,-0.7482085379499943
99,-0.18867988111326958,-0.3233755818321373
