Feature1,Feature2,Feature3,Target
1.764052345967664,0.4001572083672233,0.9787379841057392,5.764682587007861
2.240893199201458,1.8675579901499675,-0.977277879876411,11.138648377646085
0.9500884175255894,-0.1513572082976979,-0.10321885179355784,2.3261679390592445
0.41059850193837233,0.144043571160878,1.454273506962975,2.2939779511029976
0.7610377251469934,0.12167501649282841,0.44386323274542566,3.636709523203977
0.33367432737426683,1.4940790731576061,-0.20515826376580087,3.3233030772836583
0.31306770165090136,-0.8540957393017248,-2.5529898158340787,-4.656236660887577
0.6536185954403606,0.8644361988595055,-0.7421650204064417,1.600845657836096
2.2697546239876076,-1.4543656745987648,0.04575851730144607,4.640064192756872
-0.1871838500258336,1.5327792143584575,1.469358769900285,3.8137922103934323
0.1549474256969163,0.37816251960217356,-0.8877857476301128,0.1996800089965441
-1.980796468223927,-0.3479121493261526,0.15634896910398005,-5.404120928243844
1.230290680727721,1.2023798487844115,-0.3873268174079523,4.5814791135872905
-0.30230275057533557,-1.0485529650670926,-1.4200179371789752,-5.154709871903992
-1.7062701906250126,1.9507753952317897,-0.5096521817516535,-2.1117917723443873
-0.4380743016111864,-1.2527953600499264,0.7774903558319103,-2.9479716797844278
-1.6138978475579515,-0.2127402802139687,-0.8954665611936756,-6.204812115586046
0.386902497859262,-0.510805137568873,-1.180632184122412,-1.3284221580722793
-0.028182228338654868,0.42833187053041766,0.06651722238316789,0.7770078763323912
0.3024718977397814,-0.6343220936809636,-0.3627411659871381,-0.8312749364208958
-0.672460447775951,-0.3595531615405413,-0.813146282044454,-4.2692383370051825
-1.7262826023316769,0.17742614225375283,-0.4017809362082619,-6.038769447249863
-1.6301983469660446,0.4627822555257742,-0.9072983643832422,-4.597812536505888
0.05194539579613895,0.7290905621775369,0.12898291075741067,0.8520851395053732
1.1394006845433007,-1.2348258203536526,0.402341641177549,0.19353679490929254
-0.6848100909403132,-0.8707971491818818,-0.5788496647644155,-4.687166487074811
-0.31155253212737266,0.05616534222974544,-1.1651498407833565,-2.1451437688697994
0.9008264869541871,0.46566243973045984,-1.5362436862772237,4.354284151344467
1.4882521937955997,1.8958891760305832,1.1787795711596507,8.730614228751385
-0.17992483581235091,-1.0707526215105427,1.0544517269311369,-0.6835672985575066
-0.40317694697317963,1.2224450703824274,0.20827497807686035,2.190822612126808
0.9766390364837131,0.3563663971744019,0.7065731681919482,3.160278116788155
0.010500020720820478,1.7858704939058352,0.12691209270361992,4.503406120080351
0.40198936344470165,1.8831506970562544,-1.3477590611424464,2.440629783110849
-1.2704849984857336,0.9693967081580112,-1.17312340511416,-5.704957222252078
1.9436211856492926,-0.41361898075974735,-0.7474548114407578,4.862490308347007
1.9229420264803851,1.4805147914344245,1.8675589604265699,8.841524039298854
0.9060446582753853,-0.8612256850547025,1.9100649530990337,3.3566820196216995
-0.2680033709513803,0.8024563957963949,0.947251967773748,1.0641437487751804
-0.1550100930908342,0.6140793703460803,0.9222066715665268,3.344885929176057
0.37642553115562954,-1.0994007905841947,0.298238174206056,0.2972225858205644
1.3263858966870303,-0.6945678597313655,-0.14963454032767076,1.9870016264193016
-0.43515355172163744,1.8492637284793418,0.6722947570124355,2.377523947777524
0.40746183624111043,-0.7699160744453164,0.5392491912918173,-0.9922748519696049
-0.6743326606573761,0.03183055827435118,-0.635846078378881,-3.036105576094898
0.6764332949464997,0.5765908166149409,-0.20829875557799488,2.6938272673068773
0.3960067126616453,-1.0930615087305058,-1.4912575927056055,-2.8540540165733668
0.4393917012645369,0.16667349537252904,0.6350314368921064,2.4432573867031393
2.383144774863942,0.9444794869904138,-0.9128222254441586,8.704092570857375
1.117016288095853,-1.315907410511521,-0.4615846048147089,0.6073038954429821
-0.06824160532463122,1.7133427216493664,-0.7447548220484399,1.7130618813699563
-0.8264385386590144,-0.0984525244254323,-0.6634782863621074,-4.777490424991594
1.126635922106507,-1.0799315083634233,-1.1474686524111024,1.4371079452840432
-0.43782004474443403,-0.4980324506923049,1.9295320538169858,-1.0694421663508638
0.9494208069257608,0.0875512413851909,-1.225435518830168,1.1456357847824772
0.8443629764015471,-1.0002153473895647,-1.5447710967776116,-1.5333021746532105
1.1880297923523018,0.3169426119248496,0.920858823780819,3.275763874530775
0.3187276529430212,0.8568306119026912,-0.6510255933001469,1.540844585293812
-1.0342428417844647,0.681594518281627,-0.8034096641738411,-3.022604966971929
-0.6895497777502005,-0.45553250351734315,0.01747915902505673,-2.3418768829167185
-0.35399391125348395,-1.3749512934180188,-0.6436184028328906,-3.7570455743220434
-2.223403152224427,0.6252314510271875,-1.6020576556067476,-7.018033321139384
-1.1043833394284506,0.052165079260974405,-0.7395629963913133,-3.0165344820404125
1.5430145954067358,-1.2928569097234484,0.2670508693491829,2.6503458199237553
-0.0392828182274956,-1.1680934977411974,0.5232766605317537,-1.9464409012356825
-0.1715463312222481,0.7717905512136674,0.8235041539637314,2.013374431022545
2.16323594928069,1.336527949436392,-0.3691818379424436,8.60292841519101
-0.2393791775759264,1.0996595958871132,0.6552637307225978,1.7415958757355945
0.640131526097592,-1.6169560443108344,-0.024326124398935636,-1.6055771716217946
-0.7380309092056887,0.27992459904323824,-0.09815038964295794,-2.8804052506435545
0.9101789080925919,0.31721821519130206,0.7863279621089762,4.431742822085652
-0.46641909673594306,-0.9444462559182503,-0.4100496932025484,-4.691323106176459
-0.017020413861440594,0.3791517355550818,2.259308950690852,3.8081824442903303
-0.04225715166064269,-0.955945000492777,-0.34598177569938643,-2.634101811827817
-0.4635959746460944,0.4814814737734624,-1.5407970144446248,-1.9191270091858925
0.06326199420033171,0.1565065379653756,0.23218103620027578,1.2288168710129783
-0.5973160689653627,-0.237921729736007,-1.4240609089825316,-3.048538110287706
-0.49331988336219407,-0.5428614760167177,0.4160500462614255,-3.7202559644920443
-1.1561824318219127,0.7811981017099934,1.4944845444913688,-0.6185702237183544
-2.0699850250135325,0.42625873077810095,0.6769080350302455,-3.800350666373368
-0.637437025552229,-0.39727181432879766,-0.13288057758695562,-4.537841102333493
