Sleep,Exercise,StudyTime,GPA
8.74507122951685,2.148324283272149,0.5,3.607517878086383
7.792603548243223,2.836591648329091,0.5,3.5077978980416726
8.97153280715104,0.5210026983266012,2.023568229408261,3.8211094515072577
10.284544784612038,1.8940784656833995,2.451589879023199,3.625654557624389
7.648769937914996,1.044550201614721,0.5,4.0
7.648794564576229,1.1590122313647127,5.5043881088978175,4.0
10.368819223261088,1.0853242530327916,0.5,2.7067071426491904
9.151152093729364,0.8952064612241288,1.558701776191244,4.0
7.295788421097572,1.533965139561379,2.469280008122478,4.0
8.813840065378947,0.9183349185122736,4.095407104909522,4.0
7.304873460781307,1.689319778045887,2.5041349457440525,4.0
7.301405369644614,1.4648333233856041,3.236231745193452,4.0
8.362943407349052,1.3327363671935133,0.8293654982928672,3.65067251620876
5.130079633013303,0.8647054365708815,3.3729091386958467,4.0
5.412623251230451,1.096260068602167,0.5,2.7637319073932494
7.156568706138541,2.0287738580780292,4.504100637570432,4.0
6.480753319498365,1.8506420313370664,1.586343365757859,4.0
8.47137099889291,0.8157113286410143,3.3997952193310375,4.0
6.637963886718183,1.5695326138004582,1.2041219438700927,4.0
5.881544447997062,2.025970986360252,2.0632780034401774,4.0
10.19847315338233,0.33141630321503984,1.4947956279175392,3.154761749056785
7.661335549270197,1.8803521346659544,2.6304756699738414,4.0
8.101292307031885,1.0361633687379073,0.5,3.8672439207325717
5.862877720679815,1.8994190680152114,0.5,3.2610651482786013
7.183425913212226,0.9657185904202382,0.5676543150798328,4.0
8.1663838845648,0.23658252953483674,0.5,3.6546073692694723
6.273509633866546,0.3607202934817862,4.1080711140047965,4.0
8.563547027518508,1.5336594626629674,0.5,4.0
7.099041965121793,1.6818057512050373,7.448205618868187,4.0
7.562459375310085,0.8669783624269141,0.8216462486628586,3.7190823561295505
7.097440081655905,1.9470147211441617,0.5,3.4198746487417613
10.778417276763406,0.3369359564117282,3.118426195188695,2.829444245167675
7.979754162893099,1.4537441409468783,2.1500324106830373,4.0
6.41343360656615,0.6522886601662805,1.3790902174468676,3.4785230762726265
9.233817368154783,1.0437147245384886,1.6209965982312413,4.0
6.168734525043467,1.5331790699214898,2.5402378794579326,4.0
8.313295392507133,0.8977106443012334,0.5187198913734135,3.9046785952009047
5.060494814180337,1.2308111190391222,10.0,4.0
6.007720926652354,2.204404966450108,7.36127995578019,4.0
8.295291853803686,1.0961756913337959,2.1015061802651136,4.0
9.107699869993116,2.084984478445599,0.5,3.585727033669259
8.257052421784955,0.7092052017396674,2.2802955905507374,4.0
7.826527576417639,1.870862924540698,0.5,3.7919590407918493
7.548344456616067,2.5090980344605303,0.5,4.0
5.782217014448859,0.0,0.5959575062777931,2.81448215337539
6.920233687407937,0.9421733211706663,1.2421106037468779,4.0
7.309041843560319,1.903950489026378,4.054039850381681,4.0
9.585683339328373,1.3578682297699052,2.597805957635778,4.0
8.515427434352691,1.7598021113599163,2.715075809498644,4.0
5.355439766955899,1.0772103692989257,1.1084871588148277,2.7631785277130745
8.486125954092193,1.56061285123103,0.8490970653789652,4.0
7.422376579375525,1.3910259352255443,0.9273713010945941,3.9077338271220046
6.984616999541062,2.317447443161865,8.788127783033008,4.0
8.917514433261301,1.678094590310849,0.5,3.947169982673774
9.546499283743927,1.7363218634526416,4.035285983511478,4.0
9.396920178674298,1.2116861237142729,1.728703482705325,4.0
6.741173715166042,1.1586756431492546,1.154698162069319,4.0
7.5361814362231785,1.1972092685262654,2.583843134977741,4.0
8.496895147105345,1.7761164996648078,1.333668607198428,4.0
9.463317690683539,1.2053108634258158,4.133812682535534,4.0
7.281238643232065,1.702842399827489,4.619256959240749,4.0
7.721511535004274,2.952780559051807,1.0953974027080495,3.172238186708311
6.340497538990958,2.1097872924021845,0.6482158141702838,3.719643466237114
6.205690063878993,1.2717835274825111,1.7946942438818185,4.0
9.218788733591296,2.3408497455147614,4.869111879047198,4.0
10.034360042856234,1.2143472388849141,0.5,3.4662270209104817
7.891984817629499,0.07331282537550239,1.9508429153991511,4.0
9.505299346838036,0.7943395823578172,1.996956000451087,3.765929561347057
8.542454037571451,0.1904456552819011,2.641860030253711,4.0
7.032320368092313,1.2539405611710839,0.5,3.4947120794848248
8.542093408262621,1.512892865432686,2.5163298182542198,4.0
10.307054849698954,2.6735061185926976,4.79450641257849,4.0
7.946260941335073,1.7288491616349138,0.5,4.0
10.346965483721009,1.346629629833795,0.5424191833743239,3.2196358762194826
4.070382343865384,2.0805839068284424,7.108354077723023,2.8335763224660107
9.232853756562836,0.0,0.5,3.2483566508135424
8.130570602357256,1.6649301906759961,3.853579535513316,4.0
7.551488974301198,2.0396056357208767,1.3556418851070982,4.0
8.137641164803254,0.464989627954111,0.5679939399887409,3.6389385260178724
5.018646628098661,2.30062783024485,4.092012003489698,3.6385580765715666
7.670492168243732,1.7369474852460898,1.1786746511199115,4.0
8.53566885726762,1.2092984602694392,1.4464597382022362,4.0
10.216841067112274,1.9429473062743994,0.8901799183556157,3.314179348296362
7.222594672589529,3.089485000463077,1.797642685370157,3.9323673995387494
6.787259595660219,1.6273063785409465,0.5,3.4145548330154996
7.247364434623195,1.6737544104102353,0.9921418127269471,3.965456164734639
9.373103176553112,1.1784473703218292,6.974316083642288,4.0
8.493126664489527,0.9051089413746458,0.5971717608480124,3.7314345410197047
7.205359694349442,2.0812350715809718,2.1385147690342055,4.0
8.769901149670034,0.900741321863793,0.7866484087778541,3.781760703840513
8.145616324022061,1.5500963660535747,2.96978338141433,4.0
9.452967485799334,1.1656397872644184,0.5,3.84062599248644
6.946920359183972,1.8352858780224743,7.0012209088488,4.0
7.508506780103348,1.7335634737008638,1.2095018443294756,3.7146516248786927
7.411837770301764,2.2262779609805294,0.5385070869954405,3.2893554874121484
5.804727577801822,1.142988520801677,0.5,3.5294928889168973
8.444180415596865,1.3110875452946402,0.5,3.7013912492147587
8.391582908269834,0.8148653989523849,1.466996690859163,4.0
8.007670184963692,1.188994717946722,0.8219701596103333,3.9064542451586726
7.648119299937279,1.7641103451313964,3.530819768244315,4.0
5.876943886924378,2.0298920316517464,1.1273543813711848,3.9712106388120745
7.369032015851961,0.8544842730756622,0.571938473951702,4.0
7.485928225209846,2.108724144073962,1.9201978331469356,4.0
6.796584096167572,2.4489465011634657,2.4536452139186897,4.0
7.758071432500986,1.7894044322565905,0.5,4.0
8.606076285221807,2.813757068790646,0.5,3.5966345143929326
