Y,X1,X2
0.0,0.4967141530112327,-1.4153707420504142
0.0,0.358449851840048,-1.8360160648157733
-0.02877604806004483,1.0061383899407406,-2.178730581342543
0.16302478593261896,2.5291682463487657,-2.9810078505641617
0.33543107518020177,2.2950148716254297,-3.142293562230171
0.0656400726604418,2.060877914676249,-2.7382427054156326
0.19075794211080527,3.6400907301836405,-0.8520568042051024
1.1013297436495721,4.407525459336549,-0.6774789913732635
2.0511552256679533,3.938051073401597,-0.41992860065049914
2.5363281374197637,4.4806111169875615,-0.49437451641666635
2.2285050804372646,4.017193424175099,-2.4131457317157077
2.0873974851986694,3.5514636706048424,-2.4396596071649244
1.2425884684863493,3.7934259421708765,-2.379429397223898
1.2950933391971207,1.8801456975130786,0.08381271526138834
0.1631901806613008,0.15522786500004582,-0.10854824951973419
0.2545515911770929,-0.4070596642409269,0.19299909281387828
-0.39065934988389805,-1.4198907845753506,0.15828732310863497
-0.6994093857915136,-1.1056434519800766,-1.010390714510897
-0.6024082386232685,-2.0136675275012874,0.13243210000412353
-1.2935761502266483,-3.4259712288365787,0.8843651326908977
-1.2103242710823505,-1.9603224599150246,1.6753970797339446
-1.0883047286685927,-2.1860987604015603,0.7660096249392057
-0.45317821820569404,-2.1185705557136365,2.168803935875305
-1.1520255646129869,-3.5433187419270933,0.766952873083024
-1.215404563358842,-4.087701466452276,1.3538099668832944
-1.5959747519077576,-3.9767788767424097,3.544265592693273
-1.569390444487124,-5.127772454164712,2.5537292675625847
-1.7161555048602355,-4.75207443581904,1.9874315379598126
-1.752979179492738,-5.352713125737845,2.087082903047454
-1.9442075516940431,-5.644406875531121,1.5836072489312545
-2.342151893194752,-6.2461134877605184,0.032943817865121794
-2.6046828512844877,-4.3938353032515804,0.10150679267114912
-2.177920138285491,-4.407332527989515,-0.9607969210549557
-2.303534295714576,-5.4650434569454145,-0.48720449041977415
-2.591971986924129,-4.642498544842225,-1.4066287246535774
-2.340626815083443,-5.863342194813248,0.14330568036396207
-3.7586882321342183,-5.654478599808492,-0.639947611972275
-2.7469567328411717,-7.614148723688268,-0.9620091281779506
-4.131415938389494,-8.942334772586698,-0.14849191080828084
-4.58928345778749,-8.745473536717574,-1.3793562272422362
-4.575788489287811,-8.007006956722163,-1.1518962926381067
-4.440257634827132,-7.835638675532193,0.15524646164432143
-4.162390769761437,-7.951286957920433,-1.4522367729169061
-3.755918501632896,-8.252390653509723,-1.267602914384602
-4.801925640041088,-9.73091264387715,-1.0077201201361783
-5.312637443422146,-10.450756852271859,-0.22589724835886793
-5.6226835244089735,-10.911395623231646,-1.4628479592369499
-5.654132832638226,-9.854273397012731,-2.783304572321226
-5.012900238221231,-9.51065510744427,-2.2613630067043284
-5.509322583226312,-11.273695262807005,-1.9643783334711424
-6.56743332428181,-10.94961129341221,-1.713885483125266
-5.880546757336493,-11.334693573828526,-1.3674372736282903
-5.757081192449316,-12.011615574134485,-2.047461995206781
-6.2095459170455,-11.399939285293616,-1.8152082980457775
-6.618082234399645,-10.368939762797666,-1.5221358247470964
-5.8258791853858165,-9.437659643681467,-2.2364872427734643
-4.922088339427538,-10.276877166904105,-0.37071273162870777
-5.950918649407848,-10.58608954275532,0.10312018928307976
-5.315494705237026,-10.254826111351756,-1.0881833079195689
-4.9415501882050865,-9.279280984229397,-0.43162969928573913
-5.151481578806186,-9.758455222074687,-1.4063113695130607
-5.020621592035425,-9.944114198738504,-0.6192267657706086
-6.0422039782369845,-11.050449172744532,0.5393688132367954
-5.915870144370306,-12.246655796825202,-0.28131350511491504
-6.012030884720195,-11.434129974431004,0.6820626241294068
-6.051015675142946,-10.07788994586018,1.0948435510659051
-4.507843924904941,-10.149900067440514,1.916903711060395
-5.0325252439926125,-9.14636716954849,3.813696693714342
-4.086121368795523,-8.784731144500856,3.5683085777114716
-3.2221084486789078,-9.42985089910598,2.8145724133539822
-3.356178218426326,-9.068455293597568,1.925057983728459
-3.977028353028477,-7.5304187271315985,1.1092476987630207
-2.95505921801627,-7.56624476624155,1.0321459893489164
-3.4483014612879517,-6.001601110427544,1.3732979641655603
-2.8874584886186874,-8.621346214517288,1.6499887634955792
-3.8062630231563217,-7.799443710142064,2.477172012531603
-3.364913286907665,-7.712396641903894,2.49017390440951
-3.233090092624225,-8.011403992369761,3.943707981566827
-3.244689407864024,-7.919643215834259,3.679051148328871
-2.8537719328194338,-9.907212130435152,6.399220314918489
-3.8271872516686654,-10.126884018272664,7.024887662683495
-3.011249779756576,-9.769771446760917,6.1677301062672125
-2.4602160613463395,-8.2918774020194,5.0968376082061
-2.5431827688949062,-8.810147620293048,5.579310023449286
-2.4494158527534404,-9.618641223186236,5.3558472381234346
-3.5259451644628323,-10.120398266770772,6.069847732215527
-3.4838019809554726,-9.204996149068698,6.543085356789072
-2.663880313572776,-8.876245039409014,6.470256444132199
-2.418998539120779,-9.406005243176052,5.623462726063794
-2.886465592312485,-8.892737810062696,4.10861550137793
-2.800954537283665,-8.795660260714657,3.6621005493109084
-3.2638456668757163,-7.827015270181768,4.518499343634381
-2.9327504216864537,-8.529068364059121,4.7325930877645845
-2.7390639595350414,-8.85673051065689,3.4868543090525965
-2.9371842318060604,-9.248838663789048,3.6600352349037784
-3.716944958230876,-10.712353611921166,4.045352614632615
-4.078246260402799,-10.41623333485659,3.1614951784314824
-3.933050978863189,-10.1551780626767,3.3152202843770104
-3.966568054041114,-10.15006460603424,3.3734290028230105
-3.9545404493192944,-10.384651739409387,2.2304587049923876
